productId,url,date,price,area,pricePerM2,type,provinceId,districtId,wardId,districtName
39571219,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-ngoc-ha-phuong-ngoc-ha/-dep-trong-lang-bd-mat-ngo-thong-kinh-doanh-oto-qua-n-20m-ra-oto-tranh-pr39571219,2024-05-10,9250.0,59.0,156.78,dat-dat-nen,HN,2,65,ba-dinh
38540637,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-condotel-duong-dt-716-phuong-mui-ne-prj-apec-mandala-wyndham-binh-thuan/ban-can-ho-75m2-tai-co-ho-boi-rieng-trong-nha-gia-2-6-ty-pr39806993?source=ad&adid=2420243,2024-05-10,2600.0,75.0,34.67,dat-dat-nen,HN,2,61,ba-dinh
39540302,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-phan-ke-binh-phuong-doi-can/-mat-pho-trung-tam-ba-dinh-via-he-rong-so-vuong-dep-pr38540637,2024-05-10,23000.0,80.0,287.5,dat-dat-nen,HN,2,61,ba-dinh
39656579,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-phan-ke-binh-phuong-doi-can/ban-nha-mat-pho-quan-ba-dinh-dien-tich-75-m-so-vuong-gia-23-3-ty-pr39540302,2024-05-10,23300.0,75.0,310.67,dat-dat-nen,HN,2,59,ba-dinh
39728905,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-doi-can-phuong-cong-vi/cuc-dep-ban-phan-ke-binh-dt70m2-mat-tien-6m-xay-toa-dep-truoc-nha-3m-gia-nhinh-9-ty-pr39656579,2024-05-10,9500.0,70.0,135.71,dat-dat-nen,HN,2,72,ba-dinh
39297763,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-buoi-phuong-vinh-phuc/-can-goc-mat-tien-sieu-rong-xay-building-236m2-x-o-to-do-vai-chuc-xe-59-ty-pr39728905,2024-05-10,55000.0,240.0,229.17,dat-dat-nen,HN,2,71,ba-dinh
39652629,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-nen-du-an-duong-phuoc-thien-phuong-long-binh-3-prj-khu-dan-cu-phuoc-thien/140m2-thu-duc-truoc-nha-20m-7-20-gia-9-ty-pr39512666?source=ad&adid=2419142,2024-05-10,9000.0,140.0,64.29,dat-dat-nen,HN,2,72,ba-dinh
39726745,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-truc-bach-phuong-truc-bach/ban-pho-70m2-mat-tien-4-1m-gia-21-5-ty-pr39297763,2024-05-10,21500.0,70.0,307.14,dat-dat-nen,HN,2,61,ba-dinh
39607884,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-buoi-phuong-vinh-phuc/ban-ba-dinh-464m-mat-tien-11m-lo-goc-3-mat-thoang-200-trieu-m2-pr39652629,2024-05-10,93000.0,464.0,200.43,dat-dat-nen,HN,2,65,ba-dinh
39726485,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-doi-can-phuong-doi-can/ban-manh-vang-gia-dau-tu-86-trieu-m2-pho-can-pr39726745,2024-05-10,7500.0,88.0,85.23,dat-dat-nen,HN,2,61,ba-dinh
39652841,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-doi-can-phuong-ngoc-ha/ban-mat-pho-ba-dinh-240m2-mt-12m-lo-goc-via-he-7m-kd-vp-chi-39-ty-pr39607884,2024-05-10,39000.0,240.0,162.5,dat-dat-nen,HN,2,64,ba-dinh
39508197,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-doi-can-phuong-doi-can/ban-ba-dinh-dt-138m-x-3t-x-mt-8m-gia-45-ty-co-thuong-luong-pr39726485,2024-05-10,45000.0,138.0,326.09,dat-dat-nen,HN,2,61,ba-dinh
39724684,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-quan-ngua-phuong-lieu-giai/hiem-2024-xay-van-phong-hang-a-1200m2-mat-tien-80m-lo-goc-gia-170-ty-pr39652841,2024-05-10,165000.0,1.2,137.5,dat-dat-nen,HN,2,64,ba-dinh
39724675,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-doi-can-phuong-doi-can/ban-manh-vang-pho-mat-tien-ly-tuong-2-o-to-tranh-via-he-kinh-doanh-139m-mt7m-28-5-ty-pr39508197,2024-05-10,28500.0,139.0,205.04,dat-dat-nen,HN,2,63,ba-dinh
39723906,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-pho-linh-lang-phuong-lieu-giai/ban-manh-mat-phan-ke-binh-quan-ba-dinh-dt-150m2-mt-16m-pr39724684,2024-05-10,40500.0,150.0,270.0,dat-dat-nen,HN,2,61,ba-dinh
39723761,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-pho-van-phuc-phuong-kim-ma/bds-hiem-manh-lo-goc-ba-dinh-oto-tai-do-cua-mat-tien-khung-11-5m-gia-21-ty-pr39724675,2024-05-10,21000.0,100.0,210.0,dat-dat-nen,HN,2,61,ba-dinh
